RequirementCode|RequirementTitle|RequirementDesc|RequirementCategory|Telemetry|Control|Metric|ValueFormula|Interpretation|IndustryBench|Regulation|Rule|Geography|BaselineFlag
ISO-014|The organisation shall continually improve the suitability, adequacy, and effectiveness of the AI management system.|Clause 10.2|Risk & Compliance|NO|Change Management|NO_METRIC|NO_FORMULA|Clause 10.2|N/A|ISO/IEC 42001|The organisation shall continually improve the suitability, adequacy, and effectiveness of the AI management system.|Worldwide|Not Baseline
ISO-014|The organisation shall continually improve the suitability, adequacy, and effectiveness of the AI management system.|Clause 10.2|Risk & Compliance|NO|Continuous Improvement|NO_METRIC|NO_FORMULA|Clause 10.2|N/A|ISO/IEC 42001|The organisation shall continually improve the suitability, adequacy, and effectiveness of the AI management system.|Worldwide|Not Baseline
ISO-015|The organisation shall ensure AI systems comply with applicable legal requirements including data protection, privacy, and non-discrimination law.|Annex A 6.1.5|Risk & Compliance|NO|Privacy Compliance|NO_METRIC|NO_FORMULA|Annex A 6.1.5|N/A|ISO/IEC 42001|The organisation shall ensure AI systems comply with applicable legal requirements including data protection, privacy, and non-discrimination law.|Worldwide|Not Baseline
ISO-015|The organisation shall ensure AI systems comply with applicable legal requirements including data protection, privacy, and non-discrimination law.|Annex A 6.1.5|Risk & Compliance|YES|Regulatory Compliance|ai.risk.disclosure_gap_pct|max(0, 100 - ai.transparency.disclosure_rate)|Your disclosure gap is {value}%. Lower values mean closer alignment to full disclosure compliance.|10.0|ISO/IEC 42001|The organisation shall ensure AI systems comply with applicable legal requirements including data protection, privacy, and non-discrimination law.|Worldwide|Not Baseline
ISO-015|The organisation shall ensure AI systems comply with applicable legal requirements including data protection, privacy, and non-discrimination law.|Annex A 6.1.5|Risk & Compliance|YES|Regulatory Compliance|ai.transparency.disclosure_rate|(disclosed_interactions / ai_interactions) * 100|Annex A 6.1.5|90.0|ISO/IEC 42001|The organisation shall ensure AI systems comply with applicable legal requirements including data protection, privacy, and non-discrimination law.|Worldwide|Not Baseline
ISO-015|The organisation shall ensure AI systems comply with applicable legal requirements including data protection, privacy, and non-discrimination law.|Annex A 6.1.5|Risk & Compliance|YES|Conformity Assessment and Registration|ai.transparency.doc_completeness|(completed_doc_sections / required_doc_sections) * 100|Annex A 6.1.5|80.0|ISO/IEC 42001|The organisation shall ensure AI systems comply with applicable legal requirements including data protection, privacy, and non-discrimination law.|Worldwide|Not Baseline
ISO-015|The organisation shall ensure AI systems comply with applicable legal requirements including data protection, privacy, and non-discrimination law.|Annex A 6.1.5|Risk & Compliance|NO|Fairness and Bias Management|ai.fairness.demographic_parity|min(P(Y=1 A=a)) / max(P(Y=1 A=a)) across groups|Annex A 6.1.5|N/A|ISO/IEC 42001|The organisation shall ensure AI systems comply with applicable legal requirements including data protection, privacy, and non-discrimination law.|Worldwide|Not Baseline
ISO-015|The organisation shall ensure AI systems comply with applicable legal requirements including data protection, privacy, and non-discrimination law.|Annex A 6.1.5|Risk & Compliance|NO|Fairness and Bias Management|ai.fairness.equal_opportunity|max(TPR_a - TPR_b) across demographic groups|Annex A 6.1.5|N/A|ISO/IEC 42001|The organisation shall ensure AI systems comply with applicable legal requirements including data protection, privacy, and non-discrimination law.|Worldwide|Not Baseline
ISO-016|Processes for transparency and explainability appropriate to context, impact, and regulatory requirements shall be established.|Annex A 6.2.2|Risk & Compliance|YES|AI Transparency|ai.transparency.disclosure_rate|(disclosed_interactions / ai_interactions) * 100|Annex A 6.2.2|90.0|ISO/IEC 42001|Processes for transparency and explainability appropriate to context, impact, and regulatory requirements shall be established.|Worldwide|Baseline
ISO-016|Processes for transparency and explainability appropriate to context, impact, and regulatory requirements shall be established.|Annex A 6.2.2|Risk & Compliance|YES|Transparency|ai.risk.doc_completeness_gap_pct|max(0, 100 - ai.transparency.doc_completeness)|Your documentation gap is {value}%. Lower values indicate stronger transparency evidence.|20.0|ISO/IEC 42001|Processes for transparency and explainability appropriate to context, impact, and regulatory requirements shall be established.|Worldwide|Baseline
ISO-016|Processes for transparency and explainability appropriate to context, impact, and regulatory requirements shall be established.|Annex A 6.2.2|Risk & Compliance|YES|Transparency|ai.transparency.doc_completeness|(completed_doc_sections / required_doc_sections) * 100|Annex A 6.2.2|80.0|ISO/IEC 42001|Processes for transparency and explainability appropriate to context, impact, and regulatory requirements shall be established.|Worldwide|Baseline
ISO-016|Processes for transparency and explainability appropriate to context, impact, and regulatory requirements shall be established.|Annex A 6.2.2|Risk & Compliance|NO|Explainability|ai.explain.coverage_rate|(explained_outputs / total_outputs) * 100|Annex A 6.2.2|N/A|ISO/IEC 42001|Processes for transparency and explainability appropriate to context, impact, and regulatory requirements shall be established.|Worldwide|Not Baseline
ISO-016|Processes for transparency and explainability appropriate to context, impact, and regulatory requirements shall be established.|Annex A 6.2.2|Risk & Compliance|NO|Explainability|ai.explain.user_satisfaction|mean(explanation_rating 1-5)|Annex A 6.2.2|N/A|ISO/IEC 42001|Processes for transparency and explainability appropriate to context, impact, and regulatory requirements shall be established.|Worldwide|Not Baseline
ISO-017|Data governance procedures shall cover data quality, provenance, protection of personal data, and management of training data.|Annex A 6.2.4|Risk & Compliance|YES|Data Quality|ai.data.bias_score|max(demographic_imbalance_ratio across protected attributes)|Annex A 6.2.4|N/A|ISO/IEC 42001|Data governance procedures shall cover data quality, provenance, protection of personal data, and management of training data.|Worldwide|Baseline
ISO-017|Data governance procedures shall cover data quality, provenance, protection of personal data, and management of training data.|Annex A 6.2.4|Risk & Compliance|YES|Data Quality|ai.data.quality_score|weighted_mean(completeness, accuracy, consistency, representativeness)|Annex A 6.2.4|N/A|ISO/IEC 42001|Data governance procedures shall cover data quality, provenance, protection of personal data, and management of training data.|Worldwide|Baseline
ISO-017|Data governance procedures shall cover data quality, provenance, protection of personal data, and management of training data.|Annex A 6.2.4|Risk & Compliance|NO|Model Cards and Dataset Documentation|NO_METRIC|NO_FORMULA|Annex A 6.2.4|N/A|ISO/IEC 42001|Data governance procedures shall cover data quality, provenance, protection of personal data, and management of training data.|Worldwide|Not Baseline
ISO-017|Data governance procedures shall cover data quality, provenance, protection of personal data, and management of training data.|Annex A 6.2.4|Risk & Compliance|NO|Privacy by Design|NO_METRIC|NO_FORMULA|Annex A 6.2.4|N/A|ISO/IEC 42001|Data governance procedures shall cover data quality, provenance, protection of personal data, and management of training data.|Worldwide|Not Baseline
ISO-017|Data governance procedures shall cover data quality, provenance, protection of personal data, and management of training data.|Annex A 6.2.4|Risk & Compliance|NO|Personal Data|ai.privacy.consent_rate|(consented_records / required_consent_records) * 100|Annex A 6.2.4|N/A|ISO/IEC 42001|Data governance procedures shall cover data quality, provenance, protection of personal data, and management of training data.|Worldwide|Not Baseline
ISO-017|Data governance procedures shall cover data quality, provenance, protection of personal data, and management of training data.|Annex A 6.2.4|Risk & Compliance|NO|Personal Data|ai.privacy.dsr_response_time|mean(days_from_request_to_response)|Annex A 6.2.4|N/A|ISO/IEC 42001|Data governance procedures shall cover data quality, provenance, protection of personal data, and management of training data.|Worldwide|Not Baseline
ISO-018|Human oversight mechanisms appropriate to the significance of the AI system's potential impacts shall be established.|Annex A 6.2.5|Corporate Oversight|NO|Roles and Resources|ai.governance.role_fill_rate|(filled_governance_roles / defined_governance_roles) * 100|Annex A 6.2.5|N/A|ISO/IEC 42001|Human oversight mechanisms appropriate to the significance of the AI system's potential impacts shall be established.|Worldwide|Not Baseline
ISO-018|Human oversight mechanisms appropriate to the significance of the AI system's potential impacts shall be established.|Annex A 6.2.5|Corporate Oversight|YES|Human Oversight|ai.oversight.override_rate|(human_overrides / ai_decisions) * 100|Annex A 6.2.5|0.10|ISO/IEC 42001|Human oversight mechanisms appropriate to the significance of the AI system's potential impacts shall be established.|Worldwide|Not Baseline
ISO-018|Human oversight mechanisms appropriate to the significance of the AI system's potential impacts shall be established.|Annex A 6.2.5|Corporate Oversight|NO|Human Oversight|ai.oversight.review_rate|(reviewed_decisions / flagged_decisions) * 100|Annex A 6.2.5|N/A|ISO/IEC 42001|Human oversight mechanisms appropriate to the significance of the AI system's potential impacts shall be established.|Worldwide|Not Baseline
ISO-019|Safety controls for AI systems shall address both foreseeable misuse and unintended outcomes during operation.|Annex A 6.2.6|Risk & Compliance|YES|Risk Treatment|ai.oversight.override_rate|human_overrides / ai_decisions|Annex A 6.2.6|0.10|ISO/IEC 42001|Safety controls for AI systems shall address both foreseeable misuse and unintended outcomes during operation.|Worldwide|Not Baseline
ISO-019|Safety controls for AI systems shall address both foreseeable misuse and unintended outcomes during operation.|Annex A 6.2.6|Risk & Compliance|YES|Risk Treatment|ai.risk.override_to_target_ratio|ai.oversight.override_rate / 1.0|Your override-to-target ratio is {value}. Values >= 1 indicate treatment intervention meets target.|0.80|ISO/IEC 42001|Safety controls for AI systems shall address both foreseeable misuse and unintended outcomes during operation.|Worldwide|Not Baseline
ISO-019|Safety controls for AI systems shall address both foreseeable misuse and unintended outcomes during operation.|Annex A 6.2.6|Risk & Compliance|NO|Safety|NO_METRIC|NO_FORMULA|Annex A 6.2.6|N/A|ISO/IEC 42001|Safety controls for AI systems shall address both foreseeable misuse and unintended outcomes during operation.|Worldwide|Not Baseline
ISO-019|Safety controls for AI systems shall address both foreseeable misuse and unintended outcomes during operation.|Annex A 6.2.6|Risk & Compliance|NO|Robustness|ai.robustness.drift_score|KL_divergence(baseline_dist, current_dist)|Annex A 6.2.6|N/A|ISO/IEC 42001|Safety controls for AI systems shall address both foreseeable misuse and unintended outcomes during operation.|Worldwide|Not Baseline
ISO-019|Safety controls for AI systems shall address both foreseeable misuse and unintended outcomes during operation.|Annex A 6.2.6|Risk & Compliance|NO|Robustness|ai.robustness.uptime|(uptime_minutes / total_minutes) * 100|Annex A 6.2.6|N/A|ISO/IEC 42001|Safety controls for AI systems shall address both foreseeable misuse and unintended outcomes during operation.|Worldwide|Not Baseline
ISO-020|Mechanisms to prevent, detect, and respond to cybersecurity threats specific to AI systems including data poisoning and model evasion shall be implemented.|Annex A 6.2.7|Security|NO|Incident Detection|ai.incident.detection_rate|(detected_incidents / total_incidents) * 100|Annex A 6.2.7|N/A|ISO/IEC 42001|Mechanisms to prevent, detect, and respond to cybersecurity threats specific to AI systems including data poisoning and model evasion shall be implemented.|Worldwide|Not Baseline
ISO-020|Mechanisms to prevent, detect, and respond to cybersecurity threats specific to AI systems including data poisoning and model evasion shall be implemented.|Annex A 6.2.7|Security|NO|Incident Detection|ai.incident.mttd|mean(time_from_incident_start_to_detection_hours)|Annex A 6.2.7|N/A|ISO/IEC 42001|Mechanisms to prevent, detect, and respond to cybersecurity threats specific to AI systems including data poisoning and model evasion shall be implemented.|Worldwide|Not Baseline
ISO-020|Mechanisms to prevent, detect, and respond to cybersecurity threats specific to AI systems including data poisoning and model evasion shall be implemented.|Annex A 6.2.7|Security|NO|Security Governance|NO_METRIC|NO_FORMULA|Annex A 6.2.7|N/A|ISO/IEC 42001|Mechanisms to prevent, detect, and respond to cybersecurity threats specific to AI systems including data poisoning and model evasion shall be implemented.|Worldwide|Baseline
ISO-020|Mechanisms to prevent, detect, and respond to cybersecurity threats specific to AI systems including data poisoning and model evasion shall be implemented.|Annex A 6.2.7|Security|NO|Software Security|ai.security.pentest_age|days_since(last_pentest_date)|Annex A 6.2.7|N/A|ISO/IEC 42001|Mechanisms to prevent, detect, and respond to cybersecurity threats specific to AI systems including data poisoning and model evasion shall be implemented.|Worldwide|Not Baseline
ISO-020|Mechanisms to prevent, detect, and respond to cybersecurity threats specific to AI systems including data poisoning and model evasion shall be implemented.|Annex A 6.2.7|Security|NO|Software Security|ai.security.vuln_open_critical|count(vulnerabilities where severity=CRITICAL and status=OPEN)|Annex A 6.2.7|N/A|ISO/IEC 42001|Mechanisms to prevent, detect, and respond to cybersecurity threats specific to AI systems including data poisoning and model evasion shall be implemented.|Worldwide|Not Baseline
ISO-020|Mechanisms to prevent, detect, and respond to cybersecurity threats specific to AI systems including data poisoning and model evasion shall be implemented.|Annex A 6.2.7|Security|NO|Data Security|ai.data.dlp_incident_rate|count(dlp_incidents) per month|Annex A 6.2.7|N/A|ISO/IEC 42001|Mechanisms to prevent, detect, and respond to cybersecurity threats specific to AI systems including data poisoning and model evasion shall be implemented.|Worldwide|Not Baseline
ISO-020|Mechanisms to prevent, detect, and respond to cybersecurity threats specific to AI systems including data poisoning and model evasion shall be implemented.|Annex A 6.2.7|Security|NO|Data Security|ai.data.encryption_coverage|(encrypted_datasets / total_datasets) * 100|Annex A 6.2.7|N/A|ISO/IEC 42001|Mechanisms to prevent, detect, and respond to cybersecurity threats specific to AI systems including data poisoning and model evasion shall be implemented.|Worldwide|Not Baseline
NIST-001|Organizations shall establish policies, processes, procedures, and practices across the organization related to the mapping, measuring, and managing of AI risks.|GOVERN 1.1|Risk & Compliance|NO|Executive Commitment|NO_METRIC|NO_FORMULA|GOVERN 1.1|N/A|NIST AI RMF|Organizations shall establish policies, processes, procedures, and practices across the organization related to the mapping, measuring, and managing of AI risks.|Worldwide|Baseline
NIST-001|Organizations shall establish policies, processes, procedures, and practices across the organization related to the mapping, measuring, and managing of AI risks.|GOVERN 1.1|Risk & Compliance|NO|Roles and Resources|ai.governance.role_fill_rate|(filled_governance_roles / defined_governance_roles) * 100|GOVERN 1.1|N/A|NIST AI RMF|Organizations shall establish policies, processes, procedures, and practices across the organization related to the mapping, measuring, and managing of AI risks.|Worldwide|Not Baseline
NIST-001|Organizations shall establish policies, processes, procedures, and practices across the organization related to the mapping, measuring, and managing of AI risks.|GOVERN 1.1|Risk & Compliance|YES|Risk Framework|ai.transparency.doc_completeness|(completed_doc_sections / required_doc_sections) * 100|GOVERN 1.1|80.0|NIST AI RMF|Organizations shall establish policies, processes, procedures, and practices across the organization related to the mapping, measuring, and managing of AI risks.|Worldwide|Baseline
NIST-001|Organizations shall establish policies, processes, procedures, and practices across the organization related to the mapping, measuring, and managing of AI risks.|GOVERN 1.1|Risk & Compliance|YES|Regulatory Compliance|ai.risk.disclosure_gap_pct|max(0, 100 - ai.transparency.disclosure_rate)|Your disclosure gap is {value}%. Lower values mean closer alignment to full disclosure compliance.|10.0|NIST AI RMF|Organizations shall establish policies, processes, procedures, and practices across the organization related to the mapping, measuring, and managing of AI risks.|Worldwide|Not Baseline
NIST-001|Organizations shall establish policies, processes, procedures, and practices across the organization related to the mapping, measuring, and managing of AI risks.|GOVERN 1.1|Risk & Compliance|YES|Regulatory Compliance|ai.transparency.disclosure_rate|(disclosed_interactions / ai_interactions) * 100|GOVERN 1.1|90.0|NIST AI RMF|Organizations shall establish policies, processes, procedures, and practices across the organization related to the mapping, measuring, and managing of AI risks.|Worldwide|Not Baseline
NIST-002|Organizational teams shall be committed to a culture that considers and communicates AI risk with policies, processes, and practices applied and monitored.|GOVERN 1.2|Corporate Oversight|NO|Stakeholder Engagement|NO_METRIC|NO_FORMULA|GOVERN 1.2|N/A|NIST AI RMF|Organizational teams shall be committed to a culture that considers and communicates AI risk with policies, processes, and practices applied and monitored.|Worldwide|Not Baseline
NIST-002|Organizational teams shall be committed to a culture that considers and communicates AI risk with policies, processes, and practices applied and monitored.|GOVERN 1.2|Corporate Oversight|NO|Executive Commitment|NO_METRIC|NO_FORMULA|GOVERN 1.2|N/A|NIST AI RMF|Organizational teams shall be committed to a culture that considers and communicates AI risk with policies, processes, and practices applied and monitored.|Worldwide|Baseline
NIST-002|Organizational teams shall be committed to a culture that considers and communicates AI risk with policies, processes, and practices applied and monitored.|GOVERN 1.2|Corporate Oversight|NO|Strategic Alignment|NO_METRIC|NO_FORMULA|GOVERN 1.2|N/A|NIST AI RMF|Organizational teams shall be committed to a culture that considers and communicates AI risk with policies, processes, and practices applied and monitored.|Worldwide|Not Baseline
NIST-003|Organizational leaders shall take responsibility for decisions about risks associated with AI system development and deployment.|GOVERN 1.3|Risk & Compliance|NO|Internal Audit|NO_METRIC|NO_FORMULA|GOVERN 1.3|N/A|NIST AI RMF|Organizational leaders shall take responsibility for decisions about risks associated with AI system development and deployment.|Worldwide|Baseline
NIST-003|Organizational leaders shall take responsibility for decisions about risks associated with AI system development and deployment.|GOVERN 1.3|Risk & Compliance|NO|Executive Commitment|NO_METRIC|NO_FORMULA|GOVERN 1.3|N/A|NIST AI RMF|Organizational leaders shall take responsibility for decisions about risks associated with AI system development and deployment.|Worldwide|Baseline
NIST-003|Organizational leaders shall take responsibility for decisions about risks associated with AI system development and deployment.|GOVERN 1.3|Risk & Compliance|NO|Roles and Resources|ai.governance.role_fill_rate|(filled_governance_roles / defined_governance_roles) * 100|GOVERN 1.3|N/A|NIST AI RMF|Organizational leaders shall take responsibility for decisions about risks associated with AI system development and deployment.|Worldwide|Not Baseline
NIST-004|Organizational teams shall document risks and potential impacts of AI technologies and establish, communicate, and monitor risk appetite and tolerance.|GOVERN 1.4|Risk & Compliance|NO|Strategic Alignment|NO_METRIC|NO_FORMULA|GOVERN 1.4|N/A|NIST AI RMF|Organizational teams shall document risks and potential impacts of AI technologies and establish, communicate, and monitor risk appetite and tolerance.|Worldwide|Not Baseline
NIST-004|Organizational teams shall document risks and potential impacts of AI technologies and establish, communicate, and monitor risk appetite and tolerance.|GOVERN 1.4|Risk & Compliance|YES|Risk Framework|ai.transparency.doc_completeness|(completed_doc_sections / required_doc_sections) * 100|GOVERN 1.4|80.0|NIST AI RMF|Organizational teams shall document risks and potential impacts of AI technologies and establish, communicate, and monitor risk appetite and tolerance.|Worldwide|Baseline
NIST-004|Organizational teams shall document risks and potential impacts of AI technologies and establish, communicate, and monitor risk appetite and tolerance.|GOVERN 1.4|Risk & Compliance|YES|Risk Identification|ai.core.error_rate|mean(ai.core.error_rate) over 7d|GOVERN 1.4|0.05|NIST AI RMF|Organizational teams shall document risks and potential impacts of AI technologies and establish, communicate, and monitor risk appetite and tolerance.|Worldwide|Baseline
NIST-004|Organizational teams shall document risks and potential impacts of AI technologies and establish, communicate, and monitor risk appetite and tolerance.|GOVERN 1.4|Risk & Compliance|YES|Risk Identification|ai.risk.error_to_limit_ratio|ai.core.error_rate / 0.05|Your error-to-limit ratio is {value}. Values <= 1 indicate identified risk is within tolerance.|0.80|NIST AI RMF|Organizational teams shall document risks and potential impacts of AI technologies and establish, communicate, and monitor risk appetite and tolerance.|Worldwide|Baseline
NIST-005|Organizational policies and practices shall foster a critical thinking and safety-first mindset in the design, development, deployment, and use of AI systems.|GOVERN 1.5|Risk & Compliance|NO|Internal Audit|NO_METRIC|NO_FORMULA|GOVERN 1.5|N/A|NIST AI RMF|Organizational policies and practices shall foster a critical thinking and safety-first mindset in the design, development, deployment, and use of AI systems.|Worldwide|Baseline
NIST-005|Organizational policies and practices shall foster a critical thinking and safety-first mindset in the design, development, deployment, and use of AI systems.|GOVERN 1.5|Risk & Compliance|NO|Executive Commitment|NO_METRIC|NO_FORMULA|GOVERN 1.5|N/A|NIST AI RMF|Organizational policies and practices shall foster a critical thinking and safety-first mindset in the design, development, deployment, and use of AI systems.|Worldwide|Baseline
NIST-005|Organizational policies and practices shall foster a critical thinking and safety-first mindset in the design, development, deployment, and use of AI systems.|GOVERN 1.5|Risk & Compliance|NO|Safety|NO_METRIC|NO_FORMULA|GOVERN 1.5|N/A|NIST AI RMF|Organizational policies and practices shall foster a critical thinking and safety-first mindset in the design, development, deployment, and use of AI systems.|Worldwide|Not Baseline
NIST-006|Policies and procedures shall address AI risks and benefits from third-party software and data as well as organisational AI risks to third parties.|GOVERN 1.6|Risk & Compliance|YES|Risk Identification|ai.core.error_rate|mean(ai.core.error_rate) over 7d|GOVERN 1.6|0.05|NIST AI RMF|Policies and procedures shall address AI risks and benefits from third-party software and data as well as organisational AI risks to third parties.|Worldwide|Baseline
NIST-006|Policies and procedures shall address AI risks and benefits from third-party software and data as well as organisational AI risks to third parties.|GOVERN 1.6|Risk & Compliance|YES|Risk Identification|ai.risk.error_to_limit_ratio|ai.core.error_rate / 0.05|Your error-to-limit ratio is {value}. Values <= 1 indicate identified risk is within tolerance.|0.80|NIST AI RMF|Policies and procedures shall address AI risks and benefits from third-party software and data as well as organisational AI risks to third parties.|Worldwide|Baseline
NIST-006|Policies and procedures shall address AI risks and benefits from third-party software and data as well as organisational AI risks to third parties.|GOVERN 1.6|Risk & Compliance|NO|Third-Party Responsibilities|NO_METRIC|NO_FORMULA|GOVERN 1.6|N/A|NIST AI RMF|Policies and procedures shall address AI risks and benefits from third-party software and data as well as organisational AI risks to third parties.|Worldwide|Not Baseline
NIST-006|Policies and procedures shall address AI risks and benefits from third-party software and data as well as organisational AI risks to third parties.|GOVERN 1.6|Risk & Compliance|NO|Supplier Risk|NO_METRIC|NO_FORMULA|GOVERN 1.6|N/A|NIST AI RMF|Policies and procedures shall address AI risks and benefits from third-party software and data as well as organisational AI risks to third parties.|Worldwide|Not Baseline
NIST-007|Processes and procedures shall be in place for timely identification of risks and incidents from AI systems through testing, evaluation, verification, validation, and monitoring.|GOVERN 1.7|System Performance|NO|Incident Detection|ai.incident.detection_rate|(detected_incidents / total_incidents) * 100|GOVERN 1.7|N/A|NIST AI RMF|Processes and procedures shall be in place for timely identification of risks and incidents from AI systems through testing, evaluation, verification, validation, and monitoring.|Worldwide|Not Baseline
NIST-007|Processes and procedures shall be in place for timely identification of risks and incidents from AI systems through testing, evaluation, verification, validation, and monitoring.|GOVERN 1.7|System Performance|NO|Incident Detection|ai.incident.mttd|mean(time_from_incident_start_to_detection_hours)|GOVERN 1.7|N/A|NIST AI RMF|Processes and procedures shall be in place for timely identification of risks and incidents from AI systems through testing, evaluation, verification, validation, and monitoring.|Worldwide|Not Baseline
NIST-007|Processes and procedures shall be in place for timely identification of risks and incidents from AI systems through testing, evaluation, verification, validation, and monitoring.|GOVERN 1.7|System Performance|YES|Performance Monitoring|ai.model.accuracy|mean(accuracy scores over period)|GOVERN 1.7|N/A|NIST AI RMF|Processes and procedures shall be in place for timely identification of risks and incidents from AI systems through testing, evaluation, verification, validation, and monitoring.|Worldwide|Baseline
NIST-007|Processes and procedures shall be in place for timely identification of risks and incidents from AI systems through testing, evaluation, verification, validation, and monitoring.|GOVERN 1.7|System Performance|YES|Performance Monitoring|ai.model.error_rate|(error_count / request_count) * 100|GOVERN 1.7|N/A|NIST AI RMF|Processes and procedures shall be in place for timely identification of risks and incidents from AI systems through testing, evaluation, verification, validation, and monitoring.|Worldwide|Baseline
NIST-007|Processes and procedures shall be in place for timely identification of risks and incidents from AI systems through testing, evaluation, verification, validation, and monitoring.|GOVERN 1.7|System Performance|YES|Performance Monitoring|ai.model.hallucination_rate|(hallucinated_outputs / total_outputs) * 100|GOVERN 1.7|N/A|NIST AI RMF|Processes and procedures shall be in place for timely identification of risks and incidents from AI systems through testing, evaluation, verification, validation, and monitoring.|Worldwide|Baseline
NIST-007|Processes and procedures shall be in place for timely identification of risks and incidents from AI systems through testing, evaluation, verification, validation, and monitoring.|GOVERN 1.7|System Performance|YES|Performance Monitoring|ai.model.latency_p95|p95(response_time_ms)|GOVERN 1.7|N/A|NIST AI RMF|Processes and procedures shall be in place for timely identification of risks and incidents from AI systems through testing, evaluation, verification, validation, and monitoring.|Worldwide|Baseline
NIST-007|Processes and procedures shall be in place for timely identification of risks and incidents from AI systems through testing, evaluation, verification, validation, and monitoring.|GOVERN 1.7|System Performance|YES|Risk Identification|ai.core.error_rate|mean(ai.core.error_rate) over 7d|GOVERN 1.7|0.05|NIST AI RMF|Processes and procedures shall be in place for timely identification of risks and incidents from AI systems through testing, evaluation, verification, validation, and monitoring.|Worldwide|Baseline
NIST-007|Processes and procedures shall be in place for timely identification of risks and incidents from AI systems through testing, evaluation, verification, validation, and monitoring.|GOVERN 1.7|System Performance|YES|Risk Identification|ai.risk.error_to_limit_ratio|ai.core.error_rate / 0.05|Your error-to-limit ratio is {value}. Values <= 1 indicate identified risk is within tolerance.|0.80|NIST AI RMF|Processes and procedures shall be in place for timely identification of risks and incidents from AI systems through testing, evaluation, verification, validation, and monitoring.|Worldwide|Baseline
NIST-007|Processes and procedures shall be in place for timely identification of risks and incidents from AI systems through testing, evaluation, verification, validation, and monitoring.|GOVERN 1.7|System Performance|NO|Risk Monitoring|ai.risk.open_high_risks|count(risks where priority=HIGH and status=OPEN)|GOVERN 1.7|N/A|NIST AI RMF|Processes and procedures shall be in place for timely identification of risks and incidents from AI systems through testing, evaluation, verification, validation, and monitoring.|Worldwide|Not Baseline
NIST-007|Processes and procedures shall be in place for timely identification of risks and incidents from AI systems through testing, evaluation, verification, validation, and monitoring.|GOVERN 1.7|System Performance|NO|Risk Monitoring|ai.risk.treatment_completion|(completed_treatments / planned_treatments) * 100|GOVERN 1.7|N/A|NIST AI RMF|Processes and procedures shall be in place for timely identification of risks and incidents from AI systems through testing, evaluation, verification, validation, and monitoring.|Worldwide|Not Baseline
NIST-008|AI risk management shall be integrated into broader enterprise risk management processes and informed by organizational risk management policies.|GOVERN 2.1|Risk & Compliance|NO|Strategic Alignment|NO_METRIC|NO_FORMULA|GOVERN 2.1|N/A|NIST AI RMF|AI risk management shall be integrated into broader enterprise risk management processes and informed by organizational risk management policies.|Worldwide|Not Baseline
NIST-008|AI risk management shall be integrated into broader enterprise risk management processes and informed by organizational risk management policies.|GOVERN 2.1|Risk & Compliance|YES|Risk Framework|ai.transparency.doc_completeness|(completed_doc_sections / required_doc_sections) * 100|GOVERN 2.1|80.0|NIST AI RMF|AI risk management shall be integrated into broader enterprise risk management processes and informed by organizational risk management policies.|Worldwide|Baseline
NIST-008|AI risk management shall be integrated into broader enterprise risk management processes and informed by organizational risk management policies.|GOVERN 2.1|Risk & Compliance|YES|Regulatory Compliance|ai.risk.disclosure_gap_pct|max(0, 100 - ai.transparency.disclosure_rate)|Your disclosure gap is {value}%. Lower values mean closer alignment to full disclosure compliance.|10.0|NIST AI RMF|AI risk management shall be integrated into broader enterprise risk management processes and informed by organizational risk management policies.|Worldwide|Not Baseline
NIST-008|AI risk management shall be integrated into broader enterprise risk management processes and informed by organizational risk management policies.|GOVERN 2.1|Risk & Compliance|YES|Regulatory Compliance|ai.transparency.disclosure_rate|(disclosed_interactions / ai_interactions) * 100|GOVERN 2.1|90.0|NIST AI RMF|AI risk management shall be integrated into broader enterprise risk management processes and informed by organizational risk management policies.|Worldwide|Not Baseline
NIST-009|The risk tolerance of the organization and AI systems shall be established, communicated, and updated throughout the AI lifecycle.|GOVERN 2.2|Risk & Compliance|NO|Strategic Alignment|NO_METRIC|NO_FORMULA|GOVERN 2.2|N/A|NIST AI RMF|The risk tolerance of the organization and AI systems shall be established, communicated, and updated throughout the AI lifecycle.|Worldwide|Not Baseline
NIST-009|The risk tolerance of the organization and AI systems shall be established, communicated, and updated throughout the AI lifecycle.|GOVERN 2.2|Risk & Compliance|YES|Risk Framework|ai.transparency.doc_completeness|(completed_doc_sections / required_doc_sections) * 100|GOVERN 2.2|80.0|NIST AI RMF|The risk tolerance of the organization and AI systems shall be established, communicated, and updated throughout the AI lifecycle.|Worldwide|Baseline
NIST-009|The risk tolerance of the organization and AI systems shall be established, communicated, and updated throughout the AI lifecycle.|GOVERN 2.2|Risk & Compliance|NO|Risk Monitoring|ai.risk.open_high_risks|count(risks where priority=HIGH and status=OPEN)|GOVERN 2.2|N/A|NIST AI RMF|The risk tolerance of the organization and AI systems shall be established, communicated, and updated throughout the AI lifecycle.|Worldwide|Not Baseline
NIST-009|The risk tolerance of the organization and AI systems shall be established, communicated, and updated throughout the AI lifecycle.|GOVERN 2.2|Risk & Compliance|NO|Risk Monitoring|ai.risk.treatment_completion|(completed_treatments / planned_treatments) * 100|GOVERN 2.2|N/A|NIST AI RMF|The risk tolerance of the organization and AI systems shall be established, communicated, and updated throughout the AI lifecycle.|Worldwide|Not Baseline
